chr,start,end,bin,V5,V6,V7,V8,V9,gene_id,V11,hgnc_symbol,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,coverage,dataset,condition,target,coverage.fold
chr3,48620259,48621259,1011,-,ensembl_havana,gene,NA,NA,ENSG00000183396,4,TMEM89,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011,TMEM89,0.2226586951,TTS,D8L4Y_90min,Total Pol II,1.0630052235899952
chr3,48625223,48626223,9771,-,ensembl_havana,gene,NA,NA,ENSG00000225697,13,SLC26A6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9771,SLC26A6,0.2609648636,TTS,D8L4Y_90min,Total Pol II,1.245884482776036
chr3,48635963,48636963,26424,-,ensembl_havana,gene,NA,NA,ENSG00000008300,17,CELSR3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26424,CELSR3,0.2666134737,TTS,D8L4Y_90min,Total Pol II,1.2728517747545796
chr3,48673344,48674344,12521,-,ensembl_havana,gene,NA,NA,ENSG00000213672,8,NCKIPSD,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12521,NCKIPSD,0.28615025,TTS,D8L4Y_90min,Total Pol II,1.366123206394301
chr3,48744097,48745097,103278,-,ensembl_havana,gene,NA,NA,ENSG00000114302,17,PRKAR2A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103278,PRKAR2A,0.1907091447,TTS,D8L4Y_90min,Total Pol II,0.9104733902775857
chr3,48856426,48857426,41979,-,ensembl_havana,gene,NA,NA,ENSG00000178537,10,SLC25A20,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41979,SLC25A20,0.110774849,TTS,D8L4Y_90min,Total Pol II,0.5288553544989897
chr3,48985882,48986882,67562,+,ensembl_havana,gene,NA,NA,ENSG00000177479,20,ARIH2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67562,ARIH2,0.5002828649,TTS,D8L4Y_90min,Total Pol II,2.388423674280609
chr3,49014988,49015988,6806,-,ensembl_havana,gene,NA,NA,ENSG00000178149,17,DALRD3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6806,DALRD3,1.015209239,TTS,D8L4Y_90min,Total Pol II,4.846757606340719
chr3,49022995,49023995,3037,+,ensembl_havana,gene,NA,NA,ENSG00000178057,15,NDUFAF3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3037,NDUFAF3,1.035919585,TTS,D8L4Y_90min,Total Pol II,4.94563183162291
chr3,49095432,49096432,9199,-,ensembl_havana,gene,NA,NA,ENSG00000172053,18,QARS1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9199,QARS1,0.3555322789,TTS,D8L4Y_90min,Total Pol II,1.6973631748619507
chr3,49107546,49108546,12893,-,ensembl_havana,gene,NA,NA,ENSG00000172046,21,USP19,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12893,USP19,0.4351273665,TTS,D8L4Y_90min,Total Pol II,2.077361781486782
chr3,49120614,49121614,12005,-,ensembl_havana,gene,NA,NA,ENSG00000172037,14,LAMB2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12005,LAMB2,1.182669588,TTS,D8L4Y_90min,Total Pol II,5.646237840657441
chr3,49162035,49163035,3797,-,ensembl_havana,gene,NA,NA,ENSG00000177352,10,CCDC71,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3797,CCDC71,0.9438279105,TTS,D8L4Y_90min,Total Pol II,4.505972688741992
chr3,49175986,49176986,4889,+,ensembl_havana,gene,NA,NA,ENSG00000185909,15,KLHDC8B,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4889,KLHDC8B,0.1781680746,TTS,D8L4Y_90min,Total Pol II,0.8506004847091729
chr3,49415976,49416976,4265,+,ensembl_havana,gene,NA,NA,ENSG00000145022,5,TCTA,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4265,TCTA,0.4291149371,TTS,D8L4Y_90min,Total Pol II,2.0486575628808317
chr3,49535118,49536118,66906,+,ensembl_havana,gene,NA,NA,ENSG00000173402,13,DAG1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66906,DAG1,0.3669708043,TTS,D8L4Y_90min,Total Pol II,1.751972370541041
chr3,49671049,49672049,117073,+,ensembl_havana,gene,NA,NA,ENSG00000164061,5,BSN,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117073,BSN,0,TTS,D8L4Y_90min,Total Pol II,0
chr3,49723794,49724794,62249,-,ensembl_havana,gene,NA,NA,ENSG00000176095,12,IP6K1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62249,IP6K1,1.744904145,TTS,D8L4Y_90min,Total Pol II,8.330427967188937
chr3,49804530,49805530,1770,+,ensembl_havana,gene,NA,NA,ENSG00000185614,7,INKA1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1770,INKA1,0.1672683803,TTS,D8L4Y_90min,Total Pol II,0.7985637476249534
chr3,49828101,49829101,27974,-,ensembl_havana,gene,NA,NA,ENSG00000183763,9,TRAIP,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27974,TRAIP,0.1403007226,TTS,D8L4Y_90min,Total Pol II,0.6698161997683014
chr3,49886402,49887402,16972,-,ensembl_havana,gene,NA,NA,ENSG00000164078,15,MST1R,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16972,MST1R,0.9915352727,TTS,D8L4Y_90min,Total Pol II,4.733734623660023
chr3,49906660,49907660,23014,-,ensembl_havana,gene,NA,NA,ENSG00000164077,15,MON1A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23014,MON1A,0.2085947872,TTS,D8L4Y_90min,Total Pol II,0.9958620673118437
chr3,50188575,50189575,34031,+,ensembl_havana,gene,NA,NA,ENSG00000001617,12,SEMA3F,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34031,SEMA3F,0.3626415899,TTS,D8L4Y_90min,Total Pol II,1.7313040668883397
chr3,50220986,50221986,16241,+,ensembl_havana,gene,NA,NA,ENSG00000188338,15,SLC38A3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16241,SLC38A3,0.1828801394,TTS,D8L4Y_90min,Total Pol II,0.8730965722481974
chr3,50258862,50259862,33071,+,ensembl_havana,gene,NA,NA,ENSG00000114353,17,GNAI2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33071,GNAI2,0.5672620048,TTS,D8L4Y_90min,Total Pol II,2.708191898707184
chr3,50277046,50278046,9989,+,ensembl_havana,gene,NA,NA,ENSG00000012171,20,SEMA3B,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9989,SEMA3B,0.3574506597,TTS,D8L4Y_90min,Total Pol II,1.7065218057895184
chr3,50287614,50288614,9028,+,ensembl_havana,gene,NA,NA,ENSG00000179564,4,LSMEM2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9028,LSMEM2,0.3259534559,TTS,D8L4Y_90min,Total Pol II,1.556149541401454
chr3,50299390,50300390,12492,-,ensembl_havana,gene,NA,NA,ENSG00000114378,17,HYAL1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12492,HYAL1,0.741690123,TTS,D8L4Y_90min,Total Pol II,3.540937283765237
chr3,50329282,50330282,11199,-,ensembl_havana,gene,NA,NA,ENSG00000068028,18,RASSF1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11199,RASSF1,0.459516623,TTS,D8L4Y_90min,Total Pol II,2.1937996643520012
chr3,50340610,50341610,4623,-,ensembl_havana,gene,NA,NA,ENSG00000004838,14,ZMYND10,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4623,ZMYND10,1.232909409,TTS,D8L4Y_90min,Total Pol II,5.886090104820046
chr3,50346830,50347830,3497,-,ensembl_havana,gene,NA,NA,ENSG00000114388,14,NPRL2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3497,NPRL2,0.3301778217,TTS,D8L4Y_90min,Total Pol II,1.5763172824804095
chr3,50354250,50355250,4772,-,ensembl_havana,gene,NA,NA,ENSG00000126062,4,TMEM115,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4772,TMEM115,0.4261992229,TTS,D8L4Y_90min,Total Pol II,2.0347375162206127
chr3,50362113,50363113,141632,-,ensembl_havana,gene,NA,NA,ENSG00000007402,12,CACNA2D2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141632,CACNA2D2,0.2083071128,TTS,D8L4Y_90min,Total Pol II,0.9944886675901046
chr3,50557525,50558525,13003,-,ensembl_havana,gene,NA,NA,ENSG00000088543,15,C3orf18,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13003,C3orf18,0.1883097313,TTS,D8L4Y_90min,Total Pol II,0.8990182392599876
chr3,50595668,50596668,27017,+,ensembl_havana,gene,NA,NA,ENSG00000114735,10,HEMK1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27017,HEMK1,0.16829525,TTS,D8L4Y_90min,Total Pol II,0.803466173980035
chr3,50605989,50606989,5286,-,ensembl_havana,gene,NA,NA,ENSG00000114737,16,CISH,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5286,CISH,0.2568126981,TTS,D8L4Y_90min,Total Pol II,1.2260614365045763
chr3,50648791,50649791,37772,+,ensembl_havana,gene,NA,NA,ENSG00000114738,11,MAPKAPK3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37772,MAPKAPK3,0.2880827018,TTS,D8L4Y_90min,Total Pol II,1.3753490143368712
chr3,51383698,51384698,709272,+,ensembl_havana,gene,NA,NA,ENSG00000088538,13,DOCK3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709272,DOCK3,0.4497668704,TTS,D8L4Y_90min,Total Pol II,2.1472529173774197
chr3,51388897,51389897,4107,+,ensembl_havana,gene,NA,NA,ENSG00000145050,19,MANF,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4107,MANF,0.6499754537,TTS,D8L4Y_90min,Total Pol II,3.1030780189296863
chr3,51395367,51396367,104149,-,ensembl_havana,gene,NA,NA,ENSG00000145041,17,DCAF1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104149,DCAF1,0.7845493943,TTS,D8L4Y_90min,Total Pol II,3.7455537226188786
chr3,51397408,51398408,6624,+,havana,gene,NA,NA,ENSG00000259956,2,RBM15B,havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6624,RBM15B,0.3848760807,TTS,D8L4Y_90min,Total Pol II,1.8374547826897085
chr3,51932929,51933929,8476,-,ensembl_havana,gene,NA,NA,ENSG00000114767,7,RRP9,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8476,RRP9,0.2494306289,TTS,D8L4Y_90min,Total Pol II,1.1908183568800481
chr3,51948367,51949367,6523,+,ensembl_havana,gene,NA,NA,ENSG00000041880,15,PARP3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6523,PARP3,0.1514334877,TTS,D8L4Y_90min,Total Pol II,0.7229656509899814
chr3,51956999,51957999,2119,+,ensembl_havana,gene,NA,NA,ENSG00000180929,6,GPR62,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2119,GPR62,0.2227188152,TTS,D8L4Y_90min,Total Pol II,1.0632922457532845
chr3,51993022,51994022,2374,-,ensembl_havana,gene,NA,NA,ENSG00000162244,12,RPL29,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2374,RPL29,1.37386885,TTS,D8L4Y_90min,Total Pol II,6.559051122713508
chr3,52048419,52049419,7653,-,ensembl_havana,gene,NA,NA,ENSG00000164086,10,DUSP7,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7653,DUSP7,0.3563754326,TTS,D8L4Y_90min,Total Pol II,1.7013885141238496
chr3,52074726,52075726,79465,-,ensembl_havana,gene,NA,NA,ENSG00000164087,8,POC1A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79465,POC1A,0.1552074032,TTS,D8L4Y_90min,Total Pol II,0.7409828763585463
chr3,52213827,52214827,16242,+,ensembl_havana,gene,NA,NA,ENSG00000023330,15,ALAS1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16242,ALAS1,0.2597523444,TTS,D8L4Y_90min,Total Pol II,1.240095738515569
chr3,52250099,52251099,4841,+,ensembl_havana,gene,NA,NA,ENSG00000164088,18,PPM1M,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4841,PPM1M,0.5210672353,TTS,D8L4Y_90min,Total Pol II,2.487651302890875
chr3,52253934,52254934,33587,-,ensembl_havana,gene,NA,NA,ENSG00000164091,12,WDR82,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33587,WDR82,0.5655021675,TTS,D8L4Y_90min,Total Pol II,2.6997901776707414
chr3,52294757,52295757,8169,+,ensembl_havana,gene,NA,NA,ENSG00000168237,18,GLYCTK,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8169,GLYCTK,0.1343316878,TTS,D8L4Y_90min,Total Pol II,0.6413191533388287
chr3,52400508,52401508,9001,-,ensembl_havana,gene,NA,NA,ENSG00000163930,10,BAP1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9001,BAP1,0.4727820674,TTS,D8L4Y_90min,Total Pol II,2.2571308389289
chr3,52423141,52424141,12982,+,ensembl_havana,gene,NA,NA,ENSG00000010318,22,PHF7,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12982,PHF7,0.1066381809,TTS,D8L4Y_90min,Total Pol II,0.5091062950850593
chr3,52432535,52433535,12069,-,ensembl_havana,gene,NA,NA,ENSG00000010319,7,SEMA3G,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12069,SEMA3G,0.1517150034,TTS,D8L4Y_90min,Total Pol II,0.7243096481758456
chr3,52492568,52493568,37951,+,ensembl_havana,gene,NA,NA,ENSG00000010322,16,NISCH,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37951,NISCH,0.344512051,TTS,D8L4Y_90min,Total Pol II,1.6447509927165778
chr3,52544852,52545852,140566,-,ensembl_havana,gene,NA,NA,ENSG00000163939,19,PBRM1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140566,PBRM1,0.2415624476,TTS,D8L4Y_90min,Total Pol II,1.1532545068884872
chr3,52578737,52579737,45225,+,ensembl_havana,gene,NA,NA,ENSG00000168273,8,UQCC5,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45225,UQCC5,0.1226239423,TTS,D8L4Y_90min,Total Pol II,0.5854246614692308
chr3,52693986,52694986,11547,-,ensembl_havana,gene,NA,NA,ENSG00000016864,19,GLT8D1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11547,GLT8D1,0.731672004,TTS,D8L4Y_90min,Total Pol II,3.493109316288991
chr3,52707944,52708944,62503,-,ensembl_havana,gene,NA,NA,ENSG00000114904,13,NEK4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62503,NEK4,0.2810986818,TTS,D8L4Y_90min,Total Pol II,1.3420062798960595
chr3,52710648,52711648,6194,+,ensembl_havana,gene,NA,NA,ENSG00000114902,14,SPCS1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6194,SPCS1,0.197508,TTS,D8L4Y_90min,Total Pol II,0.94293212131922155
chr3,53224212,53225212,31341,-,ensembl_havana,gene,NA,NA,ENSG00000163931,17,TKT,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31341,TKT,0.5392551579,TTS,D8L4Y_90min,Total Pol II,2.574483109397993
chr3,53282929,53283929,64158,-,ensembl_havana,gene,NA,NA,ENSG00000272886,6,DCP1A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64158,DCP1A,0.2088911429,TTS,D8L4Y_90min,Total Pol II,0.9972769128313469
chr3,53811835,53812835,34085,-,ensembl_havana,gene,NA,NA,ENSG00000016391,11,CHDH,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34085,CHDH,0.2423222447,TTS,D8L4Y_90min,Total Pol II,1.1568818895326087
chr3,53865294,53866294,19227,+,ensembl_havana,gene,NA,NA,ENSG00000056736,10,IL17RB,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19227,IL17RB,0.240993716,TTS,D8L4Y_90min,Total Pol II,1.150539298927041
chr3,53866566,53867566,15087,-,ensembl_havana,gene,NA,NA,ENSG00000113812,14,ACTR8,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15087,ACTR8,0.3073378475,TTS,D8L4Y_90min,Total Pol II,1.4672759002412987
chr3,53883917,53884917,7469,-,ensembl_havana,gene,NA,NA,ENSG00000113811,12,SELENOK,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7469,SELENOK,0.2982191301,TTS,D8L4Y_90min,Total Pol II,1.4237418077402735
chr3,56619632,56620632,63134,-,ensembl_havana,gene,NA,NA,ENSG00000163946,14,TASOR,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63134,TASOR,0.2631740596,TTS,D8L4Y_90min,Total Pol II,1.256431508064581
chr3,56621337,56622337,64677,+,ensembl_havana,gene,NA,NA,ENSG00000180376,17,CCDC66,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64677,CCDC66,0.2645580667,TTS,D8L4Y_90min,Total Pol II,1.2630389606777603
chr3,56726918,56727918,351912,-,ensembl_havana,gene,NA,NA,ENSG00000163947,12,ARHGEF3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351912,ARHGEF3,0.08717183333,TTS,D8L4Y_90min,Total Pol II,0.416171100518169
chr3,57074932,57075932,14769,+,ensembl_havana,gene,NA,NA,ENSG00000186451,2,SPATA12,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14769,SPATA12,0.1430316521,TTS,D8L4Y_90min,Total Pol II,0.6828540572050038
chr3,57089482,57090482,80325,-,ensembl_havana,gene,NA,NA,ENSG00000144730,19,IL17RD,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80325,IL17RD,0.1083324413,TTS,D8L4Y_90min,Total Pol II,0.5171949423957463
chr3,57197338,57198338,29769,-,ensembl_havana,gene,NA,NA,ENSG00000163666,10,HESX1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29769,HESX1,0.1430432812,TTS,D8L4Y_90min,Total Pol II,0.6829095762317372
chr3,57277605,57278605,50380,+,ensembl_havana,gene,NA,NA,ENSG00000157500,12,APPL1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50380,APPL1,0.1684550914,TTS,D8L4Y_90min,Total Pol II,0.8042292802358657
chr3,57570863,57571863,26858,-,ensembl_havana,gene,NA,NA,ENSG00000168374,11,ARF4,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26858,ARF4,0.3755645032,TTS,D8L4Y_90min,Total Pol II,1.7929999478227494
chr3,57624954,57625954,67624,-,ensembl_havana,gene,NA,NA,ENSG00000174839,13,DENND6A,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67624,DENND6A,0.1438681,TTS,D8L4Y_90min,Total Pol II,0.6868473819954933
chr3,57655980,57656980,100207,+,ensembl_havana,gene,NA,NA,ENSG00000174840,10,PDE12,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100207,PDE12,0.2064361579,TTS,D8L4Y_90min,Total Pol II,0.9855564548556858
chr3,57929503,57930503,174554,+,ensembl_havana,gene,NA,NA,ENSG00000163681,17,SLMAP,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174554,SLMAP,0.2170466286,TTS,D8L4Y_90min,Total Pol II,1.0362123961104526
chr3,58171751,58172751,163854,+,ensembl_havana,gene,NA,NA,ENSG00000136068,16,FLNB,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163854,FLNB,0.1391499971,TTS,D8L4Y_90min,Total Pol II,0.6643224676826587
chr3,58295193,58296193,58162,+,ensembl_havana,gene,NA,NA,ENSG00000163686,15,ABHD6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58162,ABHD6,0.2163980235,TTS,D8L4Y_90min,Total Pol II,1.0331158603608046
chr3,58425627,58426627,93248,+,ensembl_havana,gene,NA,NA,ENSG00000168297,16,PXK,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93248,PXK,0.3925674085,TTS,D8L4Y_90min,Total Pol II,1.8741743081682485
chr3,58427130,58428130,6228,-,ensembl_havana,gene,NA,NA,ENSG00000168291,13,PDHB,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6228,PDHB,0.313614256,TTS,D8L4Y_90min,Total Pol II,1.4972403937360987
chr3,58501860,58502860,10265,+,ensembl_havana,gene,NA,NA,ENSG00000168301,13,KCTD6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10265,KCTD6,0.1717710623,TTS,D8L4Y_90min,Total Pol II,0.8200602110081373
chr3,58716865,58717865,332720,-,ensembl_havana,gene,NA,NA,ENSG00000163689,21,CFAP20DC,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332720,CFAP20DC,0.05437233125,TTS,D8L4Y_90min,Total Pol II,0.25958147339162924
chr3,59746777,59747777,1504183,-,ensembl_havana,gene,NA,NA,ENSG00000189283,11,FHIT,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1504183,FHIT,0.0995911439,TTS,D8L4Y_90min,Total Pol II,0.4754627082560446
chr3,62297109,62298109,736041,+,havana,gene,NA,NA,ENSG00000144724,20,PTPRG,havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736041,PTPRG,0.1721446129,TTS,D8L4Y_90min,Total Pol II,0.8218435962871035
chr3,63833370,63834370,29999,-,ensembl_havana,gene,NA,NA,ENSG00000163634,12,THOC7,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29999,THOC7,0.1331699232,TTS,D8L4Y_90min,Total Pol II,0.6357727189728711
chr3,64002962,64003962,140308,+,ensembl_havana,gene,NA,NA,ENSG00000163635,20,ATXN7,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140308,ATXN7,0.2578503505,TTS,D8L4Y_90min,Total Pol II,1.2310153410488174
chr3,64010050,64011050,13461,-,ensembl_havana,gene,NA,NA,ENSG00000163636,11,PSMD6,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13461,PSMD6,0.2665926405,TTS,D8L4Y_90min,Total Pol II,1.2727523140063066
chr3,65353025,65354025,685394,-,ensembl_havana,gene,NA,NA,ENSG00000151276,24,MAGI1,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685394,MAGI1,0.1471432169,TTS,D8L4Y_90min,Total Pol II,0.702483269787813
chr3,67010710,67011710,12904,+,ensembl_havana,gene,NA,NA,ENSG00000163376,11,KBTBD8,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12904,KBTBD8,0.1064589437,TTS,D8L4Y_90min,Total Pol II,0.508250590439094
chr3,67359960,67360960,294153,-,ensembl_havana,gene,NA,NA,ENSG00000172340,15,SUCLG2,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,294153,SUCLG2,0.1142967733,TTS,D8L4Y_90min,Total Pol II,0.545669536969192
chr3,68974717,68975717,38468,-,ensembl_havana,gene,NA,NA,ENSG00000163378,14,EOGT,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38468,EOGT,0.1703966328,TTS,D8L4Y_90min,Total Pol II,0.8134984832602045
chr3,69054230,69055230,25679,-,ensembl_havana,gene,NA,NA,ENSG00000144744,18,UBA3,ensembl_havana,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25679,UBA3,0.16740475,TTS,D8L4Y_90min,Total Pol II,0.799214796547046
